id,exhibit,quantity,paper_value,unit,tolerance,paper_locator,likely_artifact,source_status,confidence,notes
gender_extremal_logpts,Section VIII,Avg abs posterior mean extremal grades (baseline),34,log_points,1,"Intro: ""34 log points""",dump/posteriors_groupfx0_gender.csv,confirmed_main_text,high,
gender_builders_bias_ind,Section VIII.A,Builders FirstSource posterior mean (industry),67,percent,1,"Sec VIII.A: ""67 percent""",tables/tableF6.csv,confirmed_main_text,high,Only star grade; =0.67
gender_industry_best_pm,Section VIII.A,Best-grade avg posterior bias (industry),-40,percent,1,"Sec VIII.A: ""is -40 percent""",dump/posteriors_groupfx1_gender.csv,confirmed_main_text,high,Five-star
gender_sic56_logpts,Section VIII.A,SIC56 apparel female advantage,33,log_points,1,"Sec VIII.A: ""33 log point advantage""",dump/posteriors_industry_gender.csv,confirmed_main_text,high,
concl_n_comparisons,Conclusion,Pairwise firm comparisons C(97 2),4656,count,0,"Concl: ""4,656 possible pairwise""",unknown,confirmed_main_text,high,97*96/2
concl_condorcet_corr,Conclusion,Condorcet corr with true ranks (industry race),0.59,correlation,0.01,"Concl: ""0.59""",tables/reporting_statistics.txt,confirmed_main_text,high,
e1_oracle_tau_baseline,Table E1,Oracle E[tau] Baseline,0.191,correlation,0.001,"Online Appendix Table E1, Oracle risk E[tau], Baseline",tables/tableE1.tex,confirmed_online_appendix,high,Expected rank correlation under oracle rule
e1_oracle_tau_lognormal,Table E1,Oracle E[tau] Log-normal,0.209,correlation,0.001,"Online Appendix Table E1, Oracle risk E[tau], Log-normal",tables/tableE1.tex,confirmed_online_appendix,high,
e1_oracle_tau_industry,Table E1,Oracle E[tau] Industry effects,0.385,correlation,0.001,"Online Appendix Table E1, Oracle risk E[tau], Industry effects",tables/tableE1.tex,confirmed_online_appendix,high,
e1_oracle_dp_baseline,Table E1,Oracle E[DP] Baseline,0.042,proportion,0.001,"Online Appendix Table E1, Oracle risk E[DP], Baseline",tables/tableE1.tex,confirmed_online_appendix,high,Discordance proportion
e1_oracle_dp_lognormal,Table E1,Oracle E[DP] Log-normal,0.047,proportion,0.001,"Online Appendix Table E1, Oracle risk E[DP], Log-normal",tables/tableE1.tex,confirmed_online_appendix,high,
e1_oracle_dp_industry,Table E1,Oracle E[DP] Industry effects,0.053,proportion,0.001,"Online Appendix Table E1, Oracle risk E[DP], Industry effects",tables/tableE1.tex,confirmed_online_appendix,high,
e1_oracle_risk_baseline,Table E1,Oracle E[R] lambda=0.25 Baseline,-0.016,other,0.001,"Online Appendix Table E1, Oracle risk E[R], Baseline",tables/tableE1.tex,confirmed_online_appendix,high,Bayes risk; negative value
e1_oracle_risk_lognormal,Table E1,Oracle E[R] lambda=0.25 Log-normal,-0.017,other,0.001,"Online Appendix Table E1, Oracle risk E[R], Log-normal",tables/tableE1.tex,confirmed_online_appendix,high,
e1_oracle_risk_industry,Table E1,Oracle E[R] lambda=0.25 Industry effects,-0.056,other,0.001,"Online Appendix Table E1, Oracle risk E[R], Industry effects",tables/tableE1.tex,confirmed_online_appendix,high,
e1_empirical_tau_baseline,Table E1,Empirical E[tau] Baseline,0.212,correlation,0.001,"Online Appendix Table E1, Empirical risk E[tau], Baseline",tables/tableE1.tex,confirmed_online_appendix,high,
e1_empirical_tau_lognormal,Table E1,Empirical E[tau] Log-normal,0.203,correlation,0.001,"Online Appendix Table E1, Empirical risk E[tau], Log-normal",tables/tableE1.tex,confirmed_online_appendix,high,
e1_empirical_tau_industry,Table E1,Empirical E[tau] Industry effects,0.316,correlation,0.001,"Online Appendix Table E1, Empirical risk E[tau], Industry effects",tables/tableE1.tex,confirmed_online_appendix,high,
e1_empirical_dp_baseline,Table E1,Empirical E[DP] Baseline,0.063,proportion,0.001,"Online Appendix Table E1, Empirical risk E[DP], Baseline",tables/tableE1.tex,confirmed_online_appendix,high,
e1_empirical_dp_lognormal,Table E1,Empirical E[DP] Log-normal,0.060,proportion,0.001,"Online Appendix Table E1, Empirical risk E[DP], Log-normal",tables/tableE1.tex,confirmed_online_appendix,high,
e1_empirical_dp_industry,Table E1,Empirical E[DP] Industry effects,0.058,proportion,0.001,"Online Appendix Table E1, Empirical risk E[DP], Industry effects",tables/tableE1.tex,confirmed_online_appendix,high,
e1_empirical_risk_baseline,Table E1,Empirical E[R] lambda=0.25 Baseline,-0.006,other,0.001,"Online Appendix Table E1, Empirical risk E[R], Baseline",tables/tableE1.tex,confirmed_online_appendix,high,
e1_empirical_risk_lognormal,Table E1,Empirical E[R] lambda=0.25 Log-normal,-0.006,other,0.001,"Online Appendix Table E1, Empirical risk E[R], Log-normal",tables/tableE1.tex,confirmed_online_appendix,high,
e1_empirical_risk_industry,Table E1,Empirical E[R] lambda=0.25 Industry effects,-0.035,other,0.001,"Online Appendix Table E1, Empirical risk E[R], Industry effects",tables/tableE1.tex,confirmed_online_appendix,high,
e1_regret_baseline,Table E1,Regret Baseline,0.010,other,0.001,"Online Appendix Table E1, Regret panel, Baseline",tables/tableE1.tex,confirmed_online_appendix,high,Empirical minus oracle risk
e1_regret_lognormal,Table E1,Regret Log-normal,0.011,other,0.001,"Online Appendix Table E1, Regret panel, Log-normal",tables/tableE1.tex,confirmed_online_appendix,high,
e1_regret_industry,Table E1,Regret Industry effects,0.021,other,0.001,"Online Appendix Table E1, Regret panel, Industry effects",tables/tableE1.tex,confirmed_online_appendix,high,Text says regret ranges 0.012 to 0.017 but table cell is 0.021
e1_n_simulations,Table E1,Number of Monte Carlo simulations,250,count,0,Online Appendix Appendix E text and Table E1 notes,tables/tableE1.tex,confirmed_online_appendix,high,sqrt(250) approx 15.8
e1_text_tau_bias_baseline,Appendix E,Text-stated tau bias (baseline),0.036,correlation,0.001,Online Appendix Appendix E text,tables/tableE1.tex,confirmed_online_appendix,high,tau biased up by ~0.036 in baseline
e1_text_dr_bias_baseline,Appendix E,Text-stated DR bias (baseline),0.018,proportion,0.001,Online Appendix Appendix E text,tables/tableE1.tex,confirmed_online_appendix,high,DR biased down by ~0.018 in baseline
e1_text_tau_bias_industry,Appendix E,Text-stated tau bias (industry),0.023,correlation,0.001,Online Appendix Appendix E text,tables/tableE1.tex,confirmed_online_appendix,high,Industry model: tau biased up by 0.023
e1_text_dr_bias_industry,Appendix E,Text-stated DR bias (industry),0.011,proportion,0.001,Online Appendix Appendix E text,tables/tableE1.tex,confirmed_online_appendix,high,Industry model: DR biased down by 0.011
e1_text_dr_median_bias_industry,Appendix E,Text-stated median DR bias (industry),0.006,proportion,0.001,Online Appendix Appendix E text,tables/tableE1.tex,confirmed_online_appendix,high,Median bias of DR estimate (industry)
e1_text_dr_observed,Appendix E,Observed DR industry race model,5.6,percent,0.1,Online Appendix Appendix E text,tables/tableE1.tex,confirmed_online_appendix,high,Estimated DR 5.6% in industry race model
e1_text_dr_adjusted,Appendix E,Bias-adjusted DR industry race model,6.7,percent,0.1,Online Appendix Appendix E text,tables/tableE1.tex,confirmed_online_appendix,high,Adjusted up to 6.7% after bias correction
f3_food_products_firms,Table F3,Food products (20) # firms,5,count,0,"Online Appendix Table F3, Food products (20), # Firms",tables/tableF3.csv,confirmed_online_appendix,high,
f3_food_products_apps,Table F3,Food products (20) # apps,3333,count,0,"Online Appendix Table F3, Food products (20), # Apps",tables/tableF3.csv,confirmed_online_appendix,high,
f3_manufacturing_firms,Table F3,Manufacturing (24-35) # firms,4,count,0,"Online Appendix Table F3, Manufacturing (24-35), # Firms",tables/tableF3.csv,confirmed_online_appendix,high,
f3_manufacturing_apps,Table F3,Manufacturing (24-35) # apps,2931,count,0,"Online Appendix Table F3, Manufacturing (24-35), # Apps",tables/tableF3.csv,confirmed_online_appendix,high,
f3_freight_transport_firms,Table F3,Freight / transport (42-47) # firms,4,count,0,"Online Appendix Table F3, Freight / transport (42-47), # Firms",tables/tableF3.csv,confirmed_online_appendix,high,
f3_freight_transport_apps,Table F3,Freight / transport (42-47) # apps,3300,count,0,"Online Appendix Table F3, Freight / transport (42-47), # Apps",tables/tableF3.csv,confirmed_online_appendix,high,
f3_communications_firms,Table F3,Communications (48) # firms,4,count,0,"Online Appendix Table F3, Communications (48), # Firms",tables/tableF3.csv,confirmed_online_appendix,high,
f3_communications_apps,Table F3,Communications (48) # apps,2855,count,0,"Online Appendix Table F3, Communications (48), # Apps",tables/tableF3.csv,confirmed_online_appendix,high,
f3_electric_gas_firms,Table F3,Electric / gas (49) # firms,3,count,0,"Online Appendix Table F3, Electric / gas (49), # Firms",tables/tableF3.csv,confirmed_online_appendix,high,
f3_electric_gas_apps,Table F3,Electric / gas (49) # apps,2419,count,0,"Online Appendix Table F3, Electric / gas (49), # Apps",tables/tableF3.csv,confirmed_online_appendix,high,
f3_wholesale_trade_firms,Table F3,Wholesale trade (50-51) # firms,8,count,0,"Online Appendix Table F3, Wholesale trade (50-51), # Firms",tables/tableF3.csv,confirmed_online_appendix,high,
f3_wholesale_trade_apps,Table F3,Wholesale trade (50-51) # apps,6186,count,0,"Online Appendix Table F3, Wholesale trade (50-51), # Apps",tables/tableF3.csv,confirmed_online_appendix,high,
f3_building_materials_firms,Table F3,Building materials (52) # firms,3,count,0,"Online Appendix Table F3, Building materials (52), # Firms",tables/tableF3.csv,confirmed_online_appendix,high,
f3_building_materials_apps,Table F3,Building materials (52) # apps,2755,count,0,"Online Appendix Table F3, Building materials (52), # Apps",tables/tableF3.csv,confirmed_online_appendix,high,
f3_general_merchandise_firms,Table F3,General merchandise (53) # firms,12,count,0,"Online Appendix Table F3, General merchandise (53), # Firms",tables/tableF3.csv,confirmed_online_appendix,high,Largest group by firms
f3_general_merchandise_apps,Table F3,General merchandise (53) # apps,10231,count,0,"Online Appendix Table F3, General merchandise (53), # Apps",tables/tableF3.csv,confirmed_online_appendix,high,Largest group by apps
f3_food_stores_firms,Table F3,Food stores (54) # firms,3,count,0,"Online Appendix Table F3, Food stores (54), # Firms",tables/tableF3.csv,confirmed_online_appendix,high,
f3_food_stores_apps,Table F3,Food stores (54) # apps,2316,count,0,"Online Appendix Table F3, Food stores (54), # Apps",tables/tableF3.csv,confirmed_online_appendix,high,
f3_auto_dealers_firms,Table F3,Auto dealers / services / parts (55) # firms,9,count,0,"Online Appendix Table F3, Auto dealers (55), # Firms",tables/tableF3.csv,confirmed_online_appendix,high,
f3_auto_dealers_apps,Table F3,Auto dealers / services / parts (55) # apps,7857,count,0,"Online Appendix Table F3, Auto dealers (55), # Apps",tables/tableF3.csv,confirmed_online_appendix,high,Second-largest by apps
f3_apparel_stores_firms,Table F3,Apparel stores (56) # firms,5,count,0,"Online Appendix Table F3, Apparel stores (56), # Firms",tables/tableF3.csv,confirmed_online_appendix,high,
f3_apparel_stores_apps,Table F3,Apparel stores (56) # apps,4303,count,0,"Online Appendix Table F3, Apparel stores (56), # Apps",tables/tableF3.csv,confirmed_online_appendix,high,
f3_home_furnishing_firms,Table F3,Home furnishing stores (57) # firms,3,count,0,"Online Appendix Table F3, Home furnishing stores (57), # Firms",tables/tableF3.csv,confirmed_online_appendix,high,
f3_home_furnishing_apps,Table F3,Home furnishing stores (57) # apps,2708,count,0,"Online Appendix Table F3, Home furnishing stores (57), # Apps",tables/tableF3.csv,confirmed_online_appendix,high,
f3_eating_drinking_firms,Table F3,Eating / drinking (58) # firms,4,count,0,"Online Appendix Table F3, Eating / drinking (58), # Firms",tables/tableF3.csv,confirmed_online_appendix,high,
f3_eating_drinking_apps,Table F3,Eating / drinking (58) # apps,4000,count,0,"Online Appendix Table F3, Eating / drinking (58), # Apps",tables/tableF3.csv,confirmed_online_appendix,high,
f3_other_retail_firms,Table F3,Other retail (59) # firms,6,count,0,"Online Appendix Table F3, Other retail (59), # Firms",tables/tableF3.csv,confirmed_online_appendix,high,
f3_other_retail_apps,Table F3,Other retail (59) # apps,5482,count,0,"Online Appendix Table F3, Other retail (59), # Apps",tables/tableF3.csv,confirmed_online_appendix,high,
f3_banks_securities_firms,Table F3,Banks / securities (61-64) # firms,6,count,0,"Online Appendix Table F3, Banks / securities (61-64), # Firms",tables/tableF3.csv,confirmed_online_appendix,high,
f3_banks_securities_apps,Table F3,Banks / securities (61-64) # apps,4280,count,0,"Online Appendix Table F3, Banks / securities (61-64), # Apps",tables/tableF3.csv,confirmed_online_appendix,high,
f3_accommodation_realestate_firms,Table F3,Accommodation / real estate (65-70) # firms,4,count,0,"Online Appendix Table F3, Accommodation / real estate (65-70), # Firms",tables/tableF3.csv,confirmed_online_appendix,high,
f3_accommodation_realestate_apps,Table F3,Accommodation / real estate (65-70) # apps,3024,count,0,"Online Appendix Table F3, Accommodation / real estate (65-70), # Apps",tables/tableF3.csv,confirmed_online_appendix,high,
f3_personal_business_firms,Table F3,Personal / business services (72-73) # firms,5,count,0,"Online Appendix Table F3, Personal / business services (72-73), # Firms",tables/tableF3.csv,confirmed_online_appendix,high,
f3_personal_business_apps,Table F3,Personal / business services (72-73) # apps,4177,count,0,"Online Appendix Table F3, Personal / business services (72-73), # Apps",tables/tableF3.csv,confirmed_online_appendix,high,
f3_repair_services_firms,Table F3,Repair services (75-76) # firms,3,count,0,"Online Appendix Table F3, Repair services (75-76), # Firms",tables/tableF3.csv,confirmed_online_appendix,high,
f3_repair_services_apps,Table F3,Repair services (75-76) # apps,2551,count,0,"Online Appendix Table F3, Repair services (75-76), # Apps",tables/tableF3.csv,confirmed_online_appendix,high,
f3_health_engineering_firms,Table F3,Health and engineering services (80-87) # firms,6,count,0,"Online Appendix Table F3, Health and engineering (80-87), # Firms",tables/tableF3.csv,confirmed_online_appendix,high,
f3_health_engineering_apps,Table F3,Health and engineering services (80-87) # apps,4202,count,0,"Online Appendix Table F3, Health and engineering (80-87), # Apps",tables/tableF3.csv,confirmed_online_appendix,high,
f3_total_firms,Table F3,Total # firms (sum of 19 rows),97,count,0,"Online Appendix Table F3, sum of column (1)",tables/tableF3.csv,confirmed_online_appendix,medium,No explicit Total row; sum of 19 rows = 97 (matches sample)
f3_total_apps,Table F3,Total # apps (sum of 19 rows),78910,count,50,"Online Appendix Table F3, sum of column (3)",tables/tableF3.csv,confirmed_online_appendix,high,"Sum of 19 shipped Table F3 industry rows = 78910 (matches Table 2); earlier 73209 was an arXiv-era mis-transcription, corrected"
f4_race_noind_theta_mean,Table F4,Race no-industry contact penalty theta mean,0.098,proportion,0.001,"Online Appendix Table F4, panel a Race, Mean, no-industry theta col (1)",tables/tableF4.csv,confirmed_online_appendix,high,SE 0.010
f4_race_noind_theta_sd,Table F4,Race no-industry contact penalty theta SD,0.076,sd,0.001,"Online Appendix Table F4, panel a Race, Std Dev, no-industry col (1)",tables/tableF4.csv,confirmed_online_appendix,high,SE 0.012
f4_race_noind_theta_skew,Table F4,Race no-industry contact penalty theta skewness,2.027,other,0.02,"Online Appendix Table F4, panel a Race, Skewness, no-industry col (1)",tables/tableF4.csv,confirmed_online_appendix,high,SE 0.457; moment-type tol calibrated
f4_race_noind_theta_kurt,Table F4,Race no-industry contact penalty theta excess kurtosis,7.610,other,0.1,"Online Appendix Table F4, panel a Race, Excess kurtosis, no-industry col (1)",tables/tableF4.csv,confirmed_online_appendix,high,SE 3.799; moment-type tol calibrated
f4_race_ind_eta_mean,Table F4,Race industry effect eta mean,1.000,other,0.005,"Online Appendix Table F4, panel a Race, Mean, eta col (2)",tables/tableF4.csv,confirmed_online_appendix,high,Normalized to 1 for race; moment-type tol calibrated
f4_race_ind_eta_sd,Table F4,Race industry effect eta SD,0.619,sd,0.005,"Online Appendix Table F4, panel a Race, Std Dev, eta col (2)",tables/tableF4.csv,confirmed_online_appendix,high,SE 0.186; moment-type tol calibrated
f4_race_ind_eta_skew,Table F4,Race industry effect eta skewness,1.365,other,0.02,"Online Appendix Table F4, panel a Race, Skewness, eta col (2)",tables/tableF4.csv,confirmed_online_appendix,high,SE 0.800; moment-type tol calibrated
f4_race_ind_eta_kurt,Table F4,Race industry effect eta excess kurtosis,0.384,other,0.1,"Online Appendix Table F4, panel a Race, Excess kurtosis, eta col (2)",tables/tableF4.csv,confirmed_online_appendix,high,SE 2.406; moment-type tol calibrated
f4_race_ind_xi_mean,Table F4,Race firm effect xi mean,0.300,other,0.005,"Online Appendix Table F4, panel a Race, Mean, xi col (3)",tables/tableF4.csv,confirmed_online_appendix,high,SE 0.053; equals mu; moment-type tol calibrated
f4_race_ind_xi_sd,Table F4,Race firm effect xi SD,0.115,sd,0.005,"Online Appendix Table F4, panel a Race, Std Dev, xi col (3)",tables/tableF4.csv,confirmed_online_appendix,high,SE 0.038; moment-type tol calibrated
f4_race_ind_xi_skew,Table F4,Race firm effect xi skewness,1.611,other,0.02,"Online Appendix Table F4, panel a Race, Skewness, xi col (3)",tables/tableF4.csv,confirmed_online_appendix,high,SE 0.865; moment-type tol calibrated
f4_race_ind_xi_kurt,Table F4,Race firm effect xi excess kurtosis,8.320,other,0.1,"Online Appendix Table F4, panel a Race, Excess kurtosis, xi col (3)",tables/tableF4.csv,confirmed_online_appendix,high,SE 6.045; moment-type tol calibrated
f4_race_ind_theta_mean,Table F4,Race with-industry contact penalty theta mean,0.088,proportion,0.001,"Online Appendix Table F4, panel a Race, Mean, with-industry theta col (4)",tables/tableF4.csv,confirmed_online_appendix,high,SE 0.016
f4_race_ind_theta_sd,Table F4,Race with-industry contact penalty theta SD,0.076,sd,0.001,"Online Appendix Table F4, panel a Race, Std Dev, with-industry col (4)",tables/tableF4.csv,confirmed_online_appendix,high,SE 0.019
f4_race_ind_theta_skew,Table F4,Race with-industry contact penalty theta skewness,2.885,other,0.02,"Online Appendix Table F4, panel a Race, Skewness, with-industry col (4)",tables/tableF4.csv,confirmed_online_appendix,high,SE 0.918; moment-type tol calibrated
f4_race_ind_theta_kurt,Table F4,Race with-industry contact penalty theta excess kurtosis,15.369,other,0.1,"Online Appendix Table F4, panel a Race, Excess kurtosis, with-industry col (4)",tables/tableF4.csv,confirmed_online_appendix,high,SE 12.445; moment-type tol calibrated
f4_gender_noind_theta_mean,Table F4,Gender no-industry contact penalty theta mean,-0.009,proportion,0.001,"Online Appendix Table F4, panel b Gender, Mean, no-industry col (1)",tables/tableF4.csv,confirmed_online_appendix,high,SE 0.000
f4_gender_noind_theta_sd,Table F4,Gender no-industry contact penalty theta SD,0.184,sd,0.001,"Online Appendix Table F4, panel b Gender, Std Dev, no-industry col (1)",tables/tableF4.csv,confirmed_online_appendix,high,SE 0.037
f4_gender_noind_theta_skew,Table F4,Gender no-industry contact penalty theta skewness,-0.469,other,0.02,"Online Appendix Table F4, panel b Gender, Skewness, no-industry col (1)",tables/tableF4.csv,confirmed_online_appendix,high,SE 2.378; moment-type tol calibrated
f4_gender_noind_theta_kurt,Table F4,Gender no-industry contact penalty theta excess kurtosis,29.680,other,0.1,"Online Appendix Table F4, panel b Gender, Excess kurtosis, no-industry col (1)",tables/tableF4.csv,confirmed_online_appendix,high,SE 24.073; moment-type tol calibrated
f4_gender_ind_eta_sd,Table F4,Gender industry effect eta SD,0.644,sd,0.005,"Online Appendix Table F4, panel b Gender, Std Dev, eta col (2)",tables/tableF4.csv,confirmed_online_appendix,high,SE 0.257; moment-type tol calibrated
f4_gender_ind_xi_sd,Table F4,Gender firm effect xi SD,0.686,sd,0.005,"Online Appendix Table F4, panel b Gender, Std Dev, xi col (3)",tables/tableF4.csv,confirmed_online_appendix,high,SE 0.191; moment-type tol calibrated
f4_gender_ind_theta_mean,Table F4,Gender with-industry contact penalty theta mean,0.000,proportion,0.001,"Online Appendix Table F4, panel b Gender, Mean, with-industry col (4)",tables/tableF4.csv,confirmed_online_appendix,high,SE 0.008
f4_gender_ind_theta_sd,Table F4,Gender with-industry contact penalty theta SD,0.163,sd,0.001,"Online Appendix Table F4, panel b Gender, Std Dev, with-industry col (4)",tables/tableF4.csv,confirmed_online_appendix,high,SE 0.035
f4_gender_ind_theta_skew,Table F4,Gender with-industry contact penalty theta skewness,-1.296,other,0.02,"Online Appendix Table F4, panel b Gender, Skewness, with-industry col (4)",tables/tableF4.csv,confirmed_online_appendix,high,SE 1.657; moment-type tol calibrated
f4_gender_ind_theta_kurt,Table F4,Gender with-industry contact penalty theta excess kurtosis,22.735,other,0.1,"Online Appendix Table F4, panel b Gender, Excess kurtosis, with-industry col (4)",tables/tableF4.csv,confirmed_online_appendix,high,SE 7.822; moment-type tol calibrated
f5_genuineparts_theta,Table F5,Genuine Parts (Napa) theta_hat race,0.33,log_diff,0.01,"Online Appendix Table F5, Genuine Parts (55), theta_hat",tables/tableF5.csv,confirmed_online_appendix,high,SE 0.07; apps 966
f5_genuineparts_postmean_baseline,Table F5,Genuine Parts (Napa) baseline posterior mean race,0.25,proportion,0.01,"Online Appendix Table F5, Genuine Parts, Baseline Post Mean",tables/tableF5.csv,confirmed_online_appendix,high,Baseline Grd 1; Cond rank 1
f5_genuineparts_postmean_industry,Table F5,Genuine Parts (Napa) industry posterior mean race,0.23,proportion,0.01,"Online Appendix Table F5, Genuine Parts, Industry Post Mean",tables/tableF5.csv,confirmed_online_appendix,high,Industry Grd 1; Cond rank 4
f5_autonation_theta,Table F5,AutoNation theta_hat race,0.43,log_diff,0.01,"Online Appendix Table F5, AutoNation (55), theta_hat",tables/tableF5.csv,confirmed_online_appendix,high,SE 0.13; largest theta_hat; apps 869
f5_autonation_condrank_industry,Table F5,AutoNation industry Condorcet rank race,1,count,0,"Online Appendix Table F5, AutoNation, Industry Cond rank",tables/tableF5.csv,confirmed_online_appendix,high,Rank 1 of 97 in industry model
f5_disney_theta,Table F5,Disney (incl stores) theta_hat race,-0.12,log_diff,0.01,"Online Appendix Table F5, Disney (59), theta_hat",tables/tableF5.csv,confirmed_online_appendix,high,SE 0.24; negative; apps 858
f5_walmart_theta,Table F5,Walmart theta_hat race,0.12,log_diff,0.01,"Online Appendix Table F5, Walmart (53), theta_hat",tables/tableF5.csv,confirmed_online_appendix,high,SE 0.07; apps 400 (smallest cited)
f5_charterspectrum_theta,Table F5,Charter / Spectrum theta_hat race,-0.03,log_diff,0.01,"Online Appendix Table F5, Charter / Spectrum (48), theta_hat",tables/tableF5.csv,confirmed_online_appendix,high,SE 0.03; apps 960; Cond rank 97 (best)
f5_charterspectrum_condrank_baseline,Table F5,Charter / Spectrum baseline Condorcet rank race,97,count,0,"Online Appendix Table F5, Charter / Spectrum, Baseline Cond rank",tables/tableF5.csv,confirmed_online_appendix,high,Rank 97 of 97 (least biased)
f6_buildersfirstsource_theta,Table F6,Builders FirstSource theta_hat gender,1.57,log_diff,0.01,"Online Appendix Table F6, Builders FirstSource (24-35), theta_hat",tables/tableF6.csv,confirmed_online_appendix,high,SE 0.55; apps 581; favors male
f6_buildersfirstsource_postmean_baseline,Table F6,Builders FirstSource baseline posterior mean gender,0.90,proportion,0.01,"Online Appendix Table F6, Builders FirstSource, Baseline Post Mean",tables/tableF6.csv,confirmed_online_appendix,high,Grd 1; Cond rank 1
f6_buildersfirstsource_postmean_industry,Table F6,Builders FirstSource industry posterior mean gender,0.67,proportion,0.01,"Online Appendix Table F6, Builders FirstSource, Industry Post Mean",tables/tableF6.csv,confirmed_online_appendix,high,= 67% bias cited in text; Grd 1; Cond rank 1
f6_lkq_theta,Table F6,LKQ Auto theta_hat gender,0.66,log_diff,0.01,"Online Appendix Table F6, LKQ Auto (50-51), theta_hat",tables/tableF6.csv,confirmed_online_appendix,high,SE 0.21; apps 587; Cond rank 2
f6_nationwide_theta,Table F6,Nationwide theta_hat gender,-0.73,log_diff,0.01,"Online Appendix Table F6, Nationwide (61-64), theta_hat",tables/tableF6.csv,confirmed_online_appendix,high,SE 0.48; favors female; apps 455
f6_ascena_theta,Table F6,Ascena (Ann Taylor / Loft) theta_hat gender,-0.66,log_diff,0.01,"Online Appendix Table F6, Ascena (56), theta_hat",tables/tableF6.csv,confirmed_online_appendix,high,SE 0.17; favors female; apps 590
f6_ascena_condrank_baseline,Table F6,Ascena baseline Condorcet rank gender,96,count,0,"Online Appendix Table F6, Ascena, Baseline Cond rank",tables/tableF6.csv,confirmed_online_appendix,high,Rank 96 of 96; gender sample ranks 96 firms (cf B.3)
scale_apps_data_dta,Ch.1 / data.dta,Applications in full data.dta (full experimental frame),83643,count,0,data.dta row count (verified pandas),data/data.dta,verified_from_data,high,"108 firms, 11114 jobs; paper rounds to ~84,000; 01-overview correctly reports 83643"
scale_jobs_data_dta,Ch.1 / data.dta,Jobs (job_id) in full data.dta,11114,count,0,data.dta unique job_id (verified),data/data.dta,verified_from_data,high,"Paper rounds to ~11,000"
scale_apps_dropped,Section V.A,Applications in the 11 excluded firms,4733,count,0,83643 - 78910 (verified),data/data.dta,verified_from_data,high,Firms with mean cb<0.03 or <40 jobs; 83643 full - 78910 estimation
t3_race_ni_mu_se,Table 3 col1,SE mu race no-industry,0.147,sd,0.001,Table 3 parenthetical SE,tables/table3.csv,confirmed_main_text,high,positional even-row of headerless table3.csv
t3_race_ni_sigmav_se,Table 3 col1,SE sigma_v race no-industry,0.106,sd,0.001,Table 3 parenthetical SE,tables/table3.csv,confirmed_main_text,high,positional even-row of headerless table3.csv
t3_race_wi_beta_se,Table 3 col2,SE beta race with-industry,0.15,sd,0.001,Table 3 parenthetical SE,tables/table3.csv,confirmed_main_text,high,positional even-row of headerless table3.csv
t3_race_wi_mu_se,Table 3 col2,SE mu race with-industry,0.096,sd,0.001,Table 3 parenthetical SE,tables/table3.csv,confirmed_main_text,high,positional even-row of headerless table3.csv
t3_race_wi_sigmaeta_se,Table 3 col2,SE sigma_eta race with-industry,0.12,sd,0.001,Table 3 parenthetical SE,tables/table3.csv,confirmed_main_text,high,positional even-row of headerless table3.csv
t3_race_wi_sigmaxi_se,Table 3 col2,SE sigma_xi race with-industry,0.054,sd,0.001,Table 3 parenthetical SE,tables/table3.csv,confirmed_main_text,high,positional even-row of headerless table3.csv
t3_gender_ni_beta_se,Table 3 col3,SE beta gender no-industry,0.242,sd,0.001,Table 3 parenthetical SE,tables/table3.csv,confirmed_main_text,high,positional even-row of headerless table3.csv
t3_gender_ni_mu_se,Table 3 col3,SE mu gender no-industry,0.015,sd,0.001,Table 3 parenthetical SE,tables/table3.csv,confirmed_main_text,high,positional even-row of headerless table3.csv
t3_gender_ni_sigmav_se,Table 3 col3,SE sigma_v gender no-industry,0.561,sd,0.001,Table 3 parenthetical SE,tables/table3.csv,confirmed_main_text,high,positional even-row of headerless table3.csv
t3_gender_wi_beta_se,Table 3 col4,SE beta gender with-industry,0.204,sd,0.001,Table 3 parenthetical SE,tables/table3.csv,confirmed_main_text,high,positional even-row of headerless table3.csv
t3_gender_wi_mu_se,Table 3 col4,SE mu gender with-industry,0.017,sd,0.001,Table 3 parenthetical SE,tables/table3.csv,confirmed_main_text,high,positional even-row of headerless table3.csv
t3_gender_wi_sigmaeta_se,Table 3 col4,SE sigma_eta gender with-industry,0.191,sd,0.001,Table 3 parenthetical SE,tables/table3.csv,confirmed_main_text,high,positional even-row of headerless table3.csv
t3_gender_wi_sigmaxi_se,Table 3 col4,SE sigma_xi gender with-industry,0.213,sd,0.001,Table 3 parenthetical SE,tables/table3.csv,confirmed_main_text,high,positional even-row of headerless table3.csv
